8.7129e+01,5.1931e+01,2.9940e-01,4.2475e-01,4.2475e-01
7.5834e+01,5.3287e+01,7.3025e-01,1.2743e+00,1.2743e+00
6.2446e+01,5.2696e+01,2.5309e-01,1.1327e+00,1.1327e+00
7.0267e+01,5.2045e+01,8.2890e-02,3.1148e-01,3.1148e-01
7.7304e+01,5.2211e+01,7.4819e-02,1.9822e-01,1.9822e-01
7.6349e+01,5.4115e+01,3.3037e-01,4.5307e-01,4.5307e-01
6.8945e+01,5.0079e+01,4.2497e-01,5.9465e-01,5.9465e-01
7.2563e+01,4.7583e+01,8.5412e-02,7.9287e-01,7.9287e-01
7.9660e+01,4.8631e+01,1.2873e-01,5.3802e-01,5.3802e-01
8.0361e+01,4.9258e+01,8.8290e-03,3.9644e-01,3.9644e-01
8.1840e+01,4.8649e+01,1.4000e-05,2.2653e-01,2.2653e-01
8.0581e+01,4.5880e+01,1.0600e-04,1.9822e-01,1.9822e-01
7.5350e+01,4.3040e+01,0.0000e+00,1.6990e-01,1.6990e-01
8.0741e+01,4.2192e+01,0.0000e+00,1.1327e-01,1.1327e-01
8.1623e+01,4.7267e+01,0.0000e+00,1.6990e-01,1.6990e-01
8.3412e+01,5.0229e+01,1.6914e-02,1.4158e-01,1.4158e-01
7.9605e+01,4.9900e+01,1.1272e-01,3.6812e-01,3.6812e-01
6.8729e+01,4.7170e+01,1.8368e-01,3.6812e-01,3.6812e-01
7.7584e+01,4.9638e+01,8.4290e-03,3.6812e-01,3.6812e-01
8.6418e+01,5.0866e+01,1.0411e-02,3.3980e-01,3.3980e-01
7.7813e+01,4.8806e+01,3.7354e-02,3.9644e-01,3.9644e-01
7.9901e+01,4.8970e+01,4.0987e-02,3.9644e-01,3.9644e-01
7.4025e+01,4.6502e+01,1.5240e-01,3.3980e-01,3.3980e-01
6.4481e+01,4.2795e+01,4.0405e-02,3.6812e-01,3.6812e-01
7.7037e+01,4.4044e+01,2.8500e-04,3.6812e-01,3.6812e-01
7.9249e+01,4.7011e+01,9.5200e-03,2.2653e-01,2.2653e-01
7.6274e+01,4.9502e+01,1.0354e-01,2.2653e-01,2.2653e-01
7.8748e+01,5.5515e+01,2.7450e-01,1.9822e-01,1.9822e-01
7.0958e+01,5.2606e+01,9.6076e-02,3.1148e-01,3.1148e-01
6.8431e+01,5.1874e+01,6.3015e-02,3.6812e-01,3.6812e-01
7.2276e+01,5.2595e+01,1.1674e-01,1.2743e+00,1.2743e+00
6.6985e+01,4.7326e+01,2.0288e-01,1.4442e+00,1.4442e+00
7.3715e+01,4.7574e+01,1.0375e-01,1.6990e+00,1.6990e+00
7.5340e+01,4.8726e+01,2.9996e-01,1.8406e+00,1.8406e+00
7.8968e+01,4.9004e+01,1.9710e-02,1.4158e+00,1.4158e+00
8.0312e+01,4.9700e+01,1.1851e-02,1.1893e+00,1.1893e+00
8.0361e+01,4.9696e+01,4.6664e-02,1.0760e+00,1.0760e+00
8.1118e+01,4.8469e+01,2.0628e-02,1.0194e+00,1.0194e+00
8.3133e+01,4.6577e+01,7.3494e-02,8.7782e-01,8.7782e-01
7.2233e+01,4.1943e+01,2.1163e-02,2.8317e-01,2.8317e-01
6.3120e+01,3.9293e+01,6.2200e-04,2.5485e-01,2.5485e-01
7.2984e+01,4.2532e+01,0.0000e+00,2.2653e-01,2.2653e-01
7.9687e+01,4.5647e+01,0.0000e+00,1.6990e-01,1.6990e-01
7.4178e+01,4.6392e+01,2.1910e-03,1.6990e-01,1.6990e-01
8.0613e+01,4.6225e+01,1.3101e-02,1.6990e-01,1.6990e-01
7.9652e+01,4.6280e+01,3.7200e-02,1.6990e-01,1.6990e-01
8.0161e+01,4.8377e+01,9.1700e-04,1.6990e-01,1.6990e-01
7.6994e+01,4.5612e+01,2.4300e-03,1.6990e-01,1.6990e-01
7.7706e+01,4.6753e+01,5.0540e-03,1.6990e-01,1.6990e-01
8.2118e+01,4.8371e+01,0.0000e+00,1.6990e-01,1.6990e-01
8.6203e+01,4.8406e+01,0.0000e+00,1.4158e-01,1.4158e-01
8.6086e+01,4.1482e+01,0.0000e+00,1.4158e-01,1.4158e-01
7.2794e+01,3.8442e+01,2.2000e-05,1.4158e-01,1.4158e-01
7.6007e+01,4.3247e+01,1.8496e-02,1.1327e-01,1.1327e-01
7.0344e+01,4.6853e+01,8.0128e-02,1.1327e-01,1.1327e-01
6.7547e+01,4.3712e+01,2.6423e-02,1.9822e-01,1.9822e-01
6.4661e+01,3.8171e+01,5.6500e-03,1.6990e-01,1.6990e-01
7.0214e+01,3.8800e+01,5.9700e-04,1.6990e-01,1.6990e-01
7.3552e+01,4.2465e+01,2.6900e-04,1.6990e-01,1.6990e-01
7.3252e+01,3.9637e+01,1.2500e-03,1.4158e-01,1.4158e-01
7.4783e+01,3.5513e+01,1.0860e-03,1.1327e-01,1.1327e-01
6.9482e+01,3.4348e+01,0.0000e+00,1.1327e-01,1.1327e-01
7.1945e+01,3.8557e+01,0.0000e+00,1.1327e-01,1.1327e-01
7.6115e+01,3.8198e+01,6.0000e-06,1.1327e-01,1.1327e-01
7.2145e+01,3.4718e+01,6.2000e-05,8.4950e-02,8.4950e-02
7.3284e+01,3.5653e+01,1.2600e-04,8.4950e-02,8.4950e-02
6.2879e+01,3.2120e+01,5.2100e-04,8.4950e-02,8.4950e-02
7.1778e+01,3.3807e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.6976e+01,3.9010e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.7241e+01,3.6046e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.6872e+01,3.8608e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.6855e+01,3.9838e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.6912e+01,4.1221e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.3470e+01,3.0266e+01,0.0000e+00,8.4950e-02,8.4950e-02
5.8322e+01,2.4542e+01,0.0000e+00,8.4950e-02,8.4950e-02
5.6973e+01,2.7360e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.1100e+01,2.9858e+01,0.0000e+00,1.1327e-01,1.1327e-01
6.2702e+01,3.1601e+01,0.0000e+00,1.1327e-01,1.1327e-01
5.8582e+01,3.2693e+01,5.1070e-03,8.4950e-02,8.4950e-02
6.0875e+01,3.6750e+01,1.8237e-02,1.1327e-01,1.1327e-01
5.8505e+01,3.1785e+01,2.1510e-03,8.4950e-02,8.4950e-02
5.7295e+01,2.5621e+01,2.7200e-04,5.6634e-02,5.6634e-02
6.3924e+01,2.8531e+01,7.6390e-03,8.4950e-02,8.4950e-02
5.6366e+01,1.6901e+01,3.0211e-02,8.4950e-02,8.4950e-02
5.2729e+01,1.3779e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.0235e+01,2.0270e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.7670e+01,2.6675e+01,0.0000e+00,1.1327e-01,1.1327e-01
6.7619e+01,2.9226e+01,0.0000e+00,1.4158e-01,1.4158e-01
6.0700e+01,2.8781e+01,0.0000e+00,8.4950e-02,8.4950e-02
7.1423e+01,2.9353e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.9824e+01,2.9576e+01,0.0000e+00,5.6634e-02,5.6634e-02
6.7798e+01,3.0012e+01,0.0000e+00,5.6634e-02,5.6634e-02
7.0400e+01,3.2980e+01,0.0000e+00,5.6634e-02,5.6634e-02
7.1134e+01,3.5151e+01,2.8003e-02,8.4950e-02,8.4950e-02
6.0071e+01,3.5118e+01,1.1332e-01,1.1327e-01,1.1327e-01
5.6011e+01,2.6972e+01,1.7865e-02,8.4950e-02,8.4950e-02
5.9811e+01,2.6819e+01,1.7330e-03,8.4950e-02,8.4950e-02
6.2697e+01,2.9369e+01,2.8180e-03,8.4950e-02,8.4950e-02
7.0689e+01,3.2531e+01,2.7000e-05,8.4950e-02,8.4950e-02
7.0550e+01,3.1422e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.0826e+01,2.9329e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.4122e+01,2.8537e+01,0.0000e+00,5.6634e-02,5.6634e-02
6.4272e+01,2.9833e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.0450e+01,2.8330e+01,2.8091e-02,8.4950e-02,8.4950e-02
5.3399e+01,1.7841e+01,1.1933e-01,5.6634e-02,5.6634e-02
4.2686e+01,1.9108e+01,1.6950e-03,5.6634e-02,5.6634e-02
5.7070e+01,2.3888e+01,0.0000e+00,5.6634e-02,5.6634e-02
5.3229e+01,2.4256e+01,0.0000e+00,5.6634e-02,5.6634e-02
6.4950e+01,2.7383e+01,0.0000e+00,8.4950e-02,8.4950e-02
6.7288e+01,3.3415e+01,7.3540e-03,3.1148e-01,3.1148e-01
6.1608e+01,2.9837e+01,1.0557e-01,1.6990e-01,1.6990e-01
5.4450e+01,2.3692e+01,3.2336e-01,2.8317e-01,2.8317e-01
3.3135e+01,4.3531e+00,2.4006e-01,4.5307e-01,4.5307e-01
3.2208e+01,9.6480e+00,4.7930e-03,3.3980e-01,3.3980e-01
4.8520e+01,1.8175e+01,0.0000e+00,2.5485e-01,2.5485e-01
5.4520e+01,2.6378e+01,0.0000e+00,1.6990e-01,1.6990e-01
5.5559e+01,2.5429e+01,0.0000e+00,2.8317e-01,2.8317e-01
5.8583e+01,2.6224e+01,0.0000e+00,2.5485e-01,2.5485e-01
5.9696e+01,3.0005e+01,0.0000e+00,1.6990e-01,1.6990e-01
5.3118e+01,3.2942e+01,0.0000e+00,2.5485e-01,2.5485e-01
5.1176e+01,2.4697e+01,0.0000e+00,3.1148e-01,3.1148e-01
4.3194e+01,1.8973e+01,0.0000e+00,3.3980e-01,3.3980e-01
4.3276e+01,1.8073e+01,2.5711e-02,3.3980e-01,3.3980e-01
4.5351e+01,8.7654e+00,1.1604e-01,3.3980e-01,3.3980e-01
3.2345e+01,-6.0188e-01,5.2908e-02,3.1148e-01,3.1148e-01
3.9207e+01,2.1687e+00,0.0000e+00,2.2653e-01,2.2653e-01
4.9998e+01,1.9673e+01,1.0400e-04,3.6812e-01,3.6812e-01
4.6714e+01,2.2952e+01,3.7900e-04,4.5307e-01,4.5307e-01
4.6911e+01,2.7730e+01,0.0000e+00,4.5307e-01,4.5307e-01
5.2968e+01,3.3042e+01,0.0000e+00,4.8139e-01,4.8139e-01
5.5509e+01,2.2420e+01,9.0000e-06,7.6455e-01,7.6455e-01
4.4402e+01,2.1241e+01,2.7400e-04,4.8139e-01,4.8139e-01
4.3279e+01,1.6568e+01,4.7360e-03,3.9644e-01,3.9644e-01
4.4313e+01,1.5976e+01,1.8674e-02,3.6812e-01,3.6812e-01
3.6221e+01,1.4235e+01,2.5099e-02,2.8317e-01,2.8317e-01
3.3979e+01,1.6016e+01,2.3420e-03,1.9822e-01,1.9822e-01
4.4376e+01,2.2936e+01,8.1400e-04,2.2653e-01,2.2653e-01
5.4588e+01,3.1821e+01,2.3592e-02,3.3980e-01,3.3980e-01
5.2630e+01,2.5036e+01,1.1616e-01,4.5307e-01,4.5307e-01
3.7238e+01,1.1016e+01,1.0086e-01,3.9644e-01,3.9644e-01
3.5850e+01,6.3477e+00,3.0000e-05,1.9822e-01,1.9822e-01
5.3173e+01,2.3580e+01,1.1360e-03,3.6812e-01,3.6812e-01
4.1813e+01,8.7923e+00,6.6530e-03,3.9644e-01,3.9644e-01
2.7203e+01,-6.6196e-01,2.1970e-03,2.8317e-01,2.8317e-01
4.5591e+01,1.4847e+01,0.0000e+00,1.6990e-01,1.6990e-01
5.6197e+01,2.0582e+01,0.0000e+00,2.5485e-01,2.5485e-01
5.5496e+01,2.1597e+01,0.0000e+00,3.6812e-01,3.6812e-01
4.9573e+01,1.9967e+01,0.0000e+00,3.3980e-01,3.3980e-01
5.2687e+01,2.7343e+01,0.0000e+00,3.6812e-01,3.6812e-01
5.6543e+01,3.0339e+01,3.8400e-04,3.6812e-01,3.6812e-01
